x,y,z
0.8,1.2,0.121304033
1,1.2,0.127749701
1.2,1.2,0.134190415
1.4,1.2,0.140631128
1.6,1.2,0.147071842
1.8,1.2,0.153512556
2,1.2,0.15995327
2.2,1.2,0.162076154
2.4,1.2,0.164199038
2.6,1.2,0.166321922
2.8,1.2,0.168444806
3,1.2,0.170567691
3.2,1.2,0.171052334
3.4,1.2,0.171536978
3.6,1.2,0.172021622
3.8,1.2,0.172506265
4,1.2,0.172990909
4.2,1.2,0.1704727
4.4,1.2,0.167954491
4.6,1.2,0.165436282
4.8,1.2,0.162918073
5,1.2,0.160399864
5.2,1.2,0.157528884
5.4,1.2,0.154657905
5.6,1.2,0.151786925
5.8,1.2,0.148915946
6,1.2,0.146044967
6.2,1.2,0.144090398
6.4,1.2,0.142135829
6.6,1.2,0.14018126
6.8,1.2,0.138226691
7,1.2,0.136272123
7.2,1.2,0.133248381
7.4,1.2,0.130224639
7.6,1.2,0.127200897
7.8,1.2,0.124177155
8,1.2,0.121153414
8.2,1.2,0.120706248
8.4,1.2,0.120259082
8.6,1.2,0.119811916
8.8,1.2,0.11936475
9,1.2,0.118917584
9.2,1.2,0.121603875
9.4,1.2,0.124290166
9.6,1.2,0.126976457
9.8,1.2,0.129662749
10,1.2,0.13234904
10.2,1.2,0.136723802
10.4,1.2,0.141098564
10.6,1.2,0.145473326
10.8,1.2,0.149848088
11,1.2,0.154222851
11.2,1.2,0.158007617
11.4,1.2,0.161792384
11.6,1.2,0.16557715
11.8,1.2,0.169361917
12,1.2,0.173146684
12.2,1.2,0.176712158
12.4,1.2,0.180277632
12.6,1.2,0.183843106
12.8,1.2,0.187408581
13,1.2,0.190974055
13.2,1.2,0.189976293
13.4,1.2,0.18897853
13.6,1.2,0.187980768
13.8,1.2,0.186983005
14,1.2,0.185985243
14.2,1.2,0.18237089
14.4,1.2,0.178756538
14.6,1.2,0.175142185
14.8,1.2,0.171527832
15,1.2,0.16791348
15.2,1.2,0.164597689
15.4,1.2,0.161281898
15.6,1.2,0.157966107
15.8,1.2,0.154650317
16,1.2,0
0,1.4,0.108058527
0.2,1.4,0.115129264
0.4,1.4,0.122200001
0.6,1.4,0.129270738
0.8,1.4,0.136341475
1,1.4,0.143412212
1.2,1.4,0.15073592
1.4,1.4,0.158059628
1.6,1.4,0.165383335
1.8,1.4,0.172707043
2,1.4,0.180030751
2.2,1.4,0.182178312
2.4,1.4,0.184325873
2.6,1.4,0.186473434
2.8,1.4,0.188620996
3,1.4,0.190768557
3.2,1.4,0.192088086
3.4,1.4,0.193407616
3.6,1.4,0.194727146
3.8,1.4,0.196046675
4,1.4,0.197366205
4.2,1.4,0.194686689
4.4,1.4,0.192007173
4.6,1.4,0.189327657
4.8,1.4,0.186648141
5,1.4,0.183968625
5.2,1.4,0.180774898
5.4,1.4,0.177581171
5.6,1.4,0.174387445
5.8,1.4,0.171193718
